Index,ID,Speaker,Phase,TimePhase,Role,Japanese,English,Functions,Aesthetics,User,Vision,Prototyping,CA,ALoK,CSU,GCA,Projective,Regulative,Relational
1077,S282,SB,2,2,ServiceDesigner,と、小銭と、あの、お札ですよね。,"and coins and, uh, bills, right?",1,0,1,0,0,0,1,0,0,0,0,0
1078,S283,User,2,2,ServiceDesigner,はい。,Yes.,1,0,1,0,0,0,1,0,0,0,0,0
1079,S284,SB,2,2,ServiceDesigner,分かりました。,I understand.,1,0,1,0,0,0,1,0,0,0,0,0
1080,S285,SC,2,2,ServiceDesigner,他に何か入れてるもの、ありますか。,Is there anything else you are putting in?,1,0,1,0,0,0,1,0,0,0,0,0
1081,S286,SB,2,2,ServiceDesigner,もう時間。,Time to go.,0,0,0,0,0,0,1,0,0,0,1,0
1082,S287,User,2,2,ServiceDesigner,あ、USBメモリ。,"Ah, USB memory stick.",1,0,1,0,0,0,1,0,0,0,0,0
1083,S288,SA,2,2,ServiceDesigner,もう15分前だって。だったら……。,"He said it was already 15 minutes ago. If that's the case, you can go to ......",0,0,0,0,0,0,1,0,0,1,1,0
1084,S289,SC,2,2,ServiceDesigner,USBメモリ。,USB memory stick.,1,0,1,0,0,0,1,0,0,0,0,0
1085,S290,SB,2,2,ServiceDesigner,わ、すごい。,"Wow, great.",0,0,1,0,0,0,1,0,0,0,0,0
1086,S291,SC,2,2,ServiceDesigner,それは仕事で使うからですか。,Is that because you use it for work?,0,0,1,0,0,0,1,0,0,0,0,0
1087,S292,User,2,2,ServiceDesigner,そうですね。何か、印刷したいときとかに。,"Yes, I do. Something, like when I want to print something.",0,0,1,0,0,0,1,0,0,0,0,0
1088,S293,SC,2,2,ServiceDesigner,ああ、データを。,"Ah, data.",0,0,1,0,0,0,1,0,0,0,0,0
1089,S294,User,2,2,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
1090,S295,SC,2,2,ServiceDesigner,あ、そっかそっか。コンビニで刺して使う。,"Oh, I see. Stick it in a convenience store and use it.",0,0,1,0,0,0,1,0,0,0,0,0
1091,S296,User,2,2,ServiceDesigner,そうです。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
1092,S297,SC,2,2,ServiceDesigner,うーん。,Hmmm.,0,0,1,0,0,0,1,0,0,0,0,0
1093,S298,User,2,2,ServiceDesigner,あとは、エア、何、エアタグ。,"Then there's the air, what, air tag.",1,0,1,0,0,0,1,0,0,0,0,0
1094,S299,SB,2,2,ServiceDesigner,うーん。,Hmmm.,1,0,1,0,0,0,1,0,0,0,0,0
1095,S300,SC,2,2,ServiceDesigner,エアタグ。ああ、なくしたときの。,"Air Tags. Oh, when you lose it.",1,0,1,0,0,0,1,0,0,0,0,0
1096,S301,User,2,2,ServiceDesigner,はい。,Yes.,1,0,1,0,0,0,1,0,0,0,0,0
1097,S302,SC,2,2,ServiceDesigner,現金、カードか。はい。ぐらいですかね。,"Cash or card? Yes, I have a credit card. I guess it's about the same.",1,0,1,0,0,0,1,0,0,0,0,0
1098,S303,SA,2,2,ServiceDesigner,ですね。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
1099,S304,SB,2,2,ServiceDesigner,あと、さっき人に見せるの、ちょっと恥ずかしいっておっしゃられたんですけど。何かその、おしゃれで、割とカーフでいいもの使われてるってのは、何か、その辺はどういう心理的なあれなんですかね。,"Also, you said earlier that you are a little embarrassed to show it to others. I was wondering what your psychological response is to the fact that you are using something fashionable, calf-like, and good quality.",0,0,1,0,0,0,1,0,0,0,0,0
1100,S305,User,2,2,ServiceDesigner,うーんと。もうちょっと薄かったらと思って。それだけです、今。今、何か。,"Hmmm. I just thought if it was a little thinner. That's all, now. Now, something.",0,1,1,0,0,0,1,0,0,0,0,0
1101,S306,SC,2,2,ServiceDesigner,薄かったら。,If it was thin.,0,1,1,0,0,0,1,0,0,0,0,0
1102,S307,SB,2,2,ServiceDesigner,挟まっちゃってるから、今は嫌だと。,You said you don't want to do that now because (many things are ) attached to (the inside).,0,1,1,0,0,0,1,0,0,0,0,0
1103,S308,User,2,2,ServiceDesigner,そうですね。はい。小銭も今、すごい多いんですよ。,"Yes. Yes, I have a lot of coins now, too.",0,1,1,0,0,0,1,0,0,0,0,0
1104,S309,SB,2,2,ServiceDesigner,うん。,Yeah.,0,1,1,0,0,0,1,0,0,0,0,0
1105,S310,User,2,2,ServiceDesigner,なので、ちょっと恥ずかしいっていう感じです。,So I feel a little embarrassed.,0,1,1,0,0,0,1,0,0,0,0,0
1106,S311,SC,2,2,ServiceDesigner,パンパンになってる感じがするんですね。,So you feel like you're panhandling.,0,1,1,0,0,0,1,0,0,0,0,0
1107,S312,User,2,2,ServiceDesigner,そう、この感じが。,"Yes, this is the feeling.",0,1,1,0,0,0,1,0,0,0,0,0
1108,S313,SB,2,2,ServiceDesigner,ああ。じゃ、シュッとしてたら、ちゃんと、私、こういうおしゃれでいいもの持ってるっていうのは、こう、見せたいっていうか。,"Oh, I see. So, if your wallet looks smart, you want to show that I have something fashionable and nice.",0,1,1,0,0,0,1,0,0,0,0,0
1109,S314,User,2,2,ServiceDesigner,見せたい。何か、あんまりそんな自慢したい感じじゃないですけど。あの、「見せて」って言われたときに、別にそんな恥ずかしさもなく「どうぞ」って。,"""I want to show it."" I don't feel like I want to boast about it. When someone says, ""Let me see,"" I say, ""Go ahead,"" without any embarrassment.",0,1,1,0,0,0,1,0,0,0,0,0
1110,S315,SB,2,2,ServiceDesigner,ああ、分かりました。はい。,"Oh, I understand. Yes.",0,1,1,0,0,0,1,0,0,0,0,0
1111,S316,SA,2,2,ServiceDesigner,うーん。,Hmmm.,0,0,1,0,0,0,1,0,0,0,0,0
1112,S317,SC,2,2,ServiceDesigner,じゃあ、最後の質問なんですけど。,"Okay, I have one last question.",0,0,1,0,0,0,1,0,0,1,0,0
1113,S318,User,2,2,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
1114,S319,SC,2,2,ServiceDesigner,普段、携帯する、それは、あの、かばんに入れられてるんですよね。,"You usually carry it in your bag, right?",0,0,1,0,0,0,1,0,0,0,0,0
1115,S320,User,2,2,ServiceDesigner,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
1116,S321,SC,2,2,ServiceDesigner,それ以外に、あの、必ず、あの、常備している道具って。,"Other than that, what are the tools that you, uh, you know, always have on hand?",0,0,1,0,0,0,1,0,0,0,0,0
1117,S322,User,2,2,ServiceDesigner,常備している道具。,"""Tools that always have on hand"".",0,0,1,0,0,0,1,0,0,0,0,0
1118,S323,SC,2,2,ServiceDesigner,必ずかばんに入れてますみたいな。,"Like, you always have it in your bag.",0,0,1,0,0,0,1,0,0,0,0,0
1119,S324,User,2,2,ServiceDesigner,必ずかばんに入れてます。それは何のときにですか。,"""You always carry it in your bag."" What is it for?",0,0,1,0,0,0,1,0,0,0,0,0
1120,S325,SC,2,2,ServiceDesigner,あの、日常出歩くときとかでもいいんですけど。例えば、先ほどの「別にカード入れあります」みたいな話とか。必ず、あの、持ち歩いてるものって。,"Um, it could be when you go out on a daily basis. For example, you mentioned earlier that you have a separate card holder. What do you always carry with you?",0,0,1,0,0,0,1,0,0,0,0,0
1121,S326,User,2,2,ServiceDesigner,携帯電話。,Cell phone.,0,0,1,0,0,0,1,0,0,0,0,0
1122,S327,SC,2,2,ServiceDesigner,携帯電話。それ以外に何か、小物入れとか。小銭入れはもう、それですよね。,"Cell phone. Something else, like a glove compartment. A coin purse is already that.",0,0,1,0,0,0,1,0,0,0,0,0
1123,S328,User,2,2,ServiceDesigner,そうですね。出掛ける先とかによってもちょっと違いそうな気が。,Well. I think it might be a little different depending on where I go out and such.,0,0,1,0,0,0,1,0,0,0,0,0
1124,S329,SC,2,2,ServiceDesigner,ああ。,Oh.,0,0,1,0,0,0,1,0,0,0,0,0
1125,S330,User,2,2,ServiceDesigner,ちょっと今、何を答えたらいいかよく分からないので。,I'm not quite sure what to answer right now.,0,0,1,0,0,0,1,0,0,0,0,0
1126,S331,SC,2,2,ServiceDesigner,そうですよね。,I understand.,0,0,1,0,0,0,1,0,0,0,0,0
1127,S332,SB,2,2,ServiceDesigner,あの、その、腕につけられてるものは何ですか。,"Um, well, what is that thing on your arm?",0,0,1,0,0,0,1,0,0,0,0,0
1128,S333,User,2,2,ServiceDesigner,これは、えっと、Fitbitです。,"This is, um, Fitbit.",0,0,1,0,0,0,1,0,0,0,0,0
1129,S334,SB,2,2,ServiceDesigner,Fitbit。,Fitbit.,0,0,1,0,0,0,1,0,0,0,0,0
1130,S335,SC,2,2,ServiceDesigner,かばんはいつも同じかばんを携帯されてます？,Do you always carry the same bag?,0,0,1,0,0,0,1,0,0,0,0,0
1131,S336,User,2,2,ServiceDesigner,えっと、時と場合によります。,"Well, it depends on time and situation.",0,0,1,0,0,0,1,0,0,0,0,0
1132,S337,SC,2,2,ServiceDesigner,ああ。結構変えるんですね、かばんは。,"Oh. You change your bag quite a bit, don't you?",0,0,1,0,0,0,1,0,0,0,0,0
1133,S338,User,2,2,ServiceDesigner,そうですね。結構じゃないけれど、何か、ここ行くときはこう、こっち、こういう活動するときはこう、みたいな感じなんですけど。,"Yes, that's right. Not quite, but something like, when I go here, I use this bag, when I do another tthing, I use another bag.",0,0,1,0,0,0,1,0,0,0,0,0
1134,S339,SC,2,2,ServiceDesigner,ああ、なるほど。,"Oh, I see.",0,0,1,0,0,0,1,0,0,0,0,0
1135,S340,SB,2,2,ServiceDesigner,時間ですかね。,Is it time?,0,0,1,0,0,0,1,0,0,0,1,0
1136,S341,SC,2,2,ServiceDesigner,はい。じゃあ、この辺ですかね。はい、ありがとうございました。,"Yes, I am. Okay, I guess this is it then. Yes, thank you very much.",0,0,1,0,0,0,1,0,0,1,0,0
1137,S342,User,2,2,ServiceDesigner,ありがとうございました。,Thank you very much.,0,0,1,0,0,0,1,0,0,0,0,0
1138,S343,SA,2,2,ServiceDesigner,ありがとうございました。,Thank you very much.,0,0,1,0,0,0,1,0,0,0,0,0
1139,S344,SB,2,2,ServiceDesigner,ありがとうございました。えっと、携帯の電源ケーブル、タイムマネージメント●。,"Thank you very much. Let's see, cell phone power cable, time management ●",0,0,1,0,0,0,1,0,0,1,0,0
1140,S345,SA,2,2,ServiceDesigner,ああ、はい。じゃあ、えっと。,"Oh, yes. Okay, let's see.",0,0,0,0,0,0,0,1,0,1,0,0
1141,S346,SB,2,2,ServiceDesigner,あと何分、残時間が。,"How many minutes left, remaining time.",0,0,0,0,0,1,0,1,0,1,1,0
1142,S347,SA,2,2,ServiceDesigner,34分からですよね。,"It's from 34 minutes, right?",0,0,0,0,0,0,0,1,0,1,1,0
1143,S348,SC,2,2,ServiceDesigner,そうですね。残り15分ぐらい。,"Yes, I do. About 15 minutes left.",0,0,0,0,0,0,0,1,0,1,1,0
1144,S349,SA,2,2,ServiceDesigner,15分ぐらいですね。そうですね。あと10分。,About 15 minutes. That's right. Ten more minutes.,0,0,0,0,0,0,0,1,0,1,1,0
1145,S350,SB,2,2,ServiceDesigner,5分でコンセプト考えて、10分で作るぐらいかな。,It takes me about 5 minutes to come up with a concept and 10 minutes to make it.,0,0,0,1,0,0,0,1,0,1,0,0
1146,S351,SA,2,2,ServiceDesigner,そうですね、はい。ポイントはいくつかあったかなというふうに思うんですけど。,"Yes, yes. I think there were several points.",0,0,1,1,0,0,0,1,0,1,1,0
1147,S352,SB,2,2,ServiceDesigner,うん。,Yeah.,0,0,0,1,0,0,0,1,0,1,1,0
1148,S353,SA,2,2,ServiceDesigner,えっと。何か3つぐらい、方向性出せそうかなって、ちょっと思いましたと。,Let's see. I was wondering if I could give you three directions.,0,0,0,1,0,0,0,1,0,1,0,0
1149,S354,SB,2,2,ServiceDesigner,うん、うん、うん。,"Yeah, yeah, yeah.",0,0,0,1,0,0,0,1,0,0,0,0
1150,S355,SA,2,2,ServiceDesigner,で、えっと、やっぱ、見せるのが恥ずかしいっていうルールがあるので、その方向。見せるの恥ずかしいっていう理由、やっぱ薄いっていうところ。薄さみたいな。あと2つ目だと、私が思ったのが、えっと、やっぱこう、何でしょう、明細とか、そのへんのたまったものをこう、ミニマムにしたいっていうニーズ。ここが、ちょっとあったかなあなんていうふうに思いましたと。で、あとやっぱり、カードをよく利用している。で、えっと、カードが基本で、で、小銭は、えっと、たまにっていうところで。ここら辺の利用のこう、比重が、比重とお財布の比重が合ってないような気がするっていう。ここが何か、解けると、何かいいのかななんて、ちょっとこう。●。カードですね。割り勘ぐらいでしか現金は使わないっていうのが。,"And, well, there is a rule that she is embarrassed to show it, so that is the direction to go. The reason why the user is embarrassed to show it is because her wallet was not thin. Like thinness. Secondly, I thought that… so… She has a need to minimize that have accumulated, such as reciepts and the like. I guess there is (needs). Also, she often uses her credit cards. And, well, she uses credit cards basically, and coins are, well, occasional. I feel that the balance of these two types of usage is not in proportion to the balance of their wallets. I think it would be good if something could be done to solve this problem. I think it would be good if something could be done here. Cards. I only use cash to split a bill.",1,1,1,1,0,0,0,1,0,0,0,0
1151,S356,SB,2,2,ServiceDesigner,割り勘とコピー機。コピー機、結構これ、ポイントかもしれないですね。,"Split a bill and copy machine. Copy machine, pretty much this may be the point.",0,0,1,1,0,0,0,1,0,0,0,0
1152,S357,SC,2,2,ServiceDesigner,うん、ですね。,"Year, I agree.",0,0,1,1,0,0,0,1,0,0,0,0
1153,S358,SA,2,2,ServiceDesigner,比重が違うっていうところ。何か、私が気になったのはその3つかなっていう感じですかね。,The balance is different. I guess I was wondering about those three things.,0,0,1,1,0,0,0,1,0,0,0,0
1154,S359,SB,2,2,ServiceDesigner,何か、USBメモリを持ち歩いてらっしゃったのが、やっぱりあの、コンビニのコピー機を利用するっていうのは、必須なアクテビティなのかなっていう気がしましたね。,"Well, the fact that the user was carrying around a USB memory stick made me think that using a copy machine at a convenience store is an essential activity.",0,0,1,1,0,0,0,1,0,0,0,0
1155,S360,SA,2,2,ServiceDesigner,何かね、思ったのが、こう、何か、最低限のものに対して、こう、何だろう、付けれるようなのがいいのかなって、ちょっと思った。,"I kind of wondered if it would be good to be able to attach something like this, I don't know, to something minimal.",1,0,1,1,0,0,0,1,0,0,0,0
1156,S361,SC,2,2,ServiceDesigner,うーん。はいはい、はいはい。,"Hmmm. Yes, yes, yes.",1,0,1,1,0,0,0,1,0,0,0,0
1157,S362,SA,2,2,ServiceDesigner,何かこう、最低限のカードっていうものに対して、えっと、コピーを作るって言ったときの、コピー用には多分、USBメモリと小銭とって。コピーで最低限使うものみたいなのと、何かその、何ていうんでしょう、そういう、まあこれ、一案ですけど、カード、あの、ほんとにスーパーとかカード使うっていうときのシーンと、コピーを使うっていうときのシーンと、あと何か、この、明細とかのゴミ箱っていうか、何かそういう感じなのかなみたいな。,"Well...versus minimum cards, when the user talked about copy... It probably the user keeps a USB stick and some coins for the photocopy. Those are the minimum stuff for copy. I'm not sure what to call it. I don't know... So, this is a just idea. Card. I'm thinking of a scene when a card is used at a supermarket, a scene when coins is used for a photocopy, and a scene where a photocopy is used, and also a trash can for the receipts like that. I wonder if it's like that.",1,0,1,1,0,0,0,1,0,0,0,0
1158,S363,SC,2,2,ServiceDesigner,そうなんですよね。,That's right.,1,0,0,1,0,0,0,1,0,0,0,0
1159,S364,SB,2,2,ServiceDesigner,それは……。,It can be found at ......,1,0,0,0,0,0,0,1,0,0,0,0
1160,S365,SA,2,2,ServiceDesigner,3つぐらい。,About three.,1,0,0,1,0,0,0,1,0,0,0,0
1161,S366,SB,2,2,ServiceDesigner,それは、あ、それ、最低限で1個の財布を作る〓やつ〓。なんかそれとも……。,"That's, ah, that's the 〓things〓 we will make a minimum of one wallet. Something or other or ......",0,0,0,1,0,0,0,1,0,0,0,0
1162,S367,SC,2,2,ServiceDesigner,3つの領域に分かれてるっていう意味ですか。,Do you mean that it is divided into three areas?,1,0,0,0,0,0,0,1,0,0,0,1
1163,S368,SA,2,2,ServiceDesigner,ん？中も、これが付け替えたり。,"Hmm? Inside, too, this can be replaced.",1,1,0,1,1,0,0,1,0,0,0,0
1164,S369,SC,2,2,ServiceDesigner,ああ。,Oh.,1,1,0,0,1,0,0,1,0,0,0,0
1165,S370,SB,2,2,ServiceDesigner,あ、そうそう、そうそう。だから好みに合わせてカスタマイズできるっていう財布がいいんじゃないかっていう。,"Oh, yes, yes, yes. So I thought it would be nice to have a wallet that can be customized to your liking.",1,0,0,1,0,0,0,1,0,0,0,0
1166,S371,SA,2,2,ServiceDesigner,ええ。そのときによって、付けたり貼ったりが簡単なの。,"Yes. It's easy to put on and off, depending on the occasion.",1,0,0,1,0,0,0,1,0,0,0,0
1167,S372,SB,2,2,ServiceDesigner,うーん。はい、はい、はい。,"Hmmm... Yes, yes, yes.",1,0,0,0,0,0,0,1,0,0,0,0
1168,S373,SA,2,2,ServiceDesigner,で、何かこう、明細を捨てるときは、もう、常に明細とかはここだけで、ここをぴっぴっぴって捨てるとかなんとかして。もう、ここに、要るときは付ける。で、コンビニ行くときは、もうこれだけ。どうかしたらもう、コンビニセットみたいな。,"And, when users throws out receipts... always put receipts only here, and throw this away. The user attaches when she/he needs it. And when the user goes to the convenience store, she/he just takes it. it's like a ""convenience store set.""",1,0,0,1,1,0,0,1,0,0,0,0
1169,S374,SC,2,2,ServiceDesigner,うんうん。ああ、なるほど。はい。,"Mm-hmm. Oh, I see. Yes, I see.",1,0,0,0,1,0,0,1,0,0,0,0
1170,S375,SA,2,2,ServiceDesigner,コンビニセット、もう、最低限カード。で、明細とかの捨てるセットみたいな。この2つはオプションで。何か、これだけでも持ってれば、何か。,"Convenience store set.. uh.. it may be only cards. And like a set to throw away receipts. These two are optional. Something, if the user has just these.",1,0,0,1,1,0,0,1,0,0,0,0
1171,S376,SB,2,2,ServiceDesigner,アイディアはとってもいいですね。あとはそれをこう、おしゃれな形に。,The idea is very good. Now we just need to give it a stylish form.,1,1,0,1,1,0,0,1,1,0,1,0
1172,S377,SC,2,2,ServiceDesigner,そうですね。,"Yes, it is.",0,1,0,1,0,0,0,1,1,0,1,0
1173,S378,SB,2,2,ServiceDesigner,できればっていう。,If possible.,0,1,0,1,0,0,0,0,1,0,1,0
1174,S379,SA,2,2,ServiceDesigner,ちょっとこういう感じの、もう何案か出してみます？,Let's see if we can come up with a few more ideas like this.,0,0,0,1,0,0,0,0,1,1,0,1
1175,S380,SC,2,2,ServiceDesigner,そうですね。あの、はい。付け替えられるっていうのは一オプションかなって思って。,"Yes. Well, yes. I thought that being able to replace it would be an option.",1,0,0,1,0,0,0,0,1,1,0,0
1176,S381,SA,2,2,ServiceDesigner,付け替える系。,Replaceable system.,1,0,0,1,0,0,0,0,1,0,0,0
1177,S382,SC,2,2,ServiceDesigner,思ったのは、その、コンパクトさ。その、大事にしてるところのコンパクトさっていうところと、あとその、収納力のバランスなのかなって、ちょっと話してて思ってまして。で、あと、その、利用シーンが結構、その……。,"I was thinking about the compactness... I was thinking that the balance of compactness and its storage capacity are important. Also, the usage scenarios are ......",1,1,0,1,0,0,0,0,1,0,0,0
1178,S383,SB,2,2,ServiceDesigner,限られてる。,Limited.,1,0,0,1,0,0,0,0,1,0,0,0
1179,S384,SC,2,2,ServiceDesigner,限られている。そうなんですよね。限られてて、ちょっと特殊性もある。その、USBを、多分財布に入れてる方って、あんまりいないと思うので。利用シーンに応じて、その、多分、領域がちゃんと分かれていて、収納性が高い。で、全体的には、その、それができるだけコンパクトにまとまってるっていうのが、機能面ではいいんだろうなっていう。,"Limited. That's right. It's limited, and it's also a little peculiar. I don't think there are many people who carry a USB in their wallets. Depending on the usage scenario, the, you know, maybe the area is properly divided, and it's very easy to store. And, overall, I think it's good that it's as compact as possible, in terms of functionality.",1,0,0,1,0,0,0,0,1,0,0,0
1180,S385,SA,2,2,ServiceDesigner,うーん。利用シーンで、こう、何かこう、領域が。つながってる感じなんですかね。ちょっと図が下手ですけど。,"Hmmm. In the usage scene, something like this, something like this, an area. I guess it's like they are connected. I'm not very good at drawing this.",1,0,0,1,1,0,0,0,1,0,0,1
1181,S386,SC,2,2,ServiceDesigner,はい、はい、はい。ブロックが分かれてるようなイメージになる。,"Yes, yes, yes. It's like an image of a block being divided.",1,0,0,1,1,0,0,0,1,0,0,0
1182,S387,SA,2,2,ServiceDesigner,ブロックが。,The block.,1,0,0,1,1,0,0,0,1,0,0,0
1183,S388,SB,2,2,ServiceDesigner,うん。,Yeah.,1,0,0,0,0,0,0,0,1,0,0,0
1184,S389,SC,2,2,ServiceDesigner,その、利用シーン、特化させると、それが部品で外れると。,"That, the usage scene, if you specialize it, it will come off in parts.",1,0,0,1,0,0,0,0,1,0,0,0
1185,S390,SA,2,2,ServiceDesigner,うーん。,Hmmm.,1,0,0,0,0,0,0,0,1,0,0,0
1186,S391,SC,2,2,ServiceDesigner,コピーしに行くときだけは部品1だけでいいとか、そういうことかもしれない。,"Maybe users only needs part 1 when she/he goes to make copies, or something like that.",1,0,0,1,0,0,0,0,1,0,0,0
1187,S392,SA,2,2,ServiceDesigner,ああ、付け替える系。利用シーンで大きく分かれる系。,"Oh, replaceable system. A system that is largely divided by the scene of use.",1,0,0,1,0,0,0,0,1,0,0,0
1188,S393,SB,2,2,ServiceDesigner,うん。そうですね。それがいい意味で、あの、カラフルなカラーで分かれてると。,"Yes. That's right. That's a good point, that, you know, it's divided by colorful colors.",1,1,0,1,0,0,0,0,1,0,0,0
1189,S394,SA,2,2,ServiceDesigner,ええ。,Yes.,0,1,0,1,0,0,0,0,1,0,0,0
1190,S395,SC,2,2,ServiceDesigner,うん、うん、うん。,"Yeah, yeah, yeah.",0,1,0,1,0,0,0,0,1,0,0,0
1191,S396,SB,2,2,ServiceDesigner,いいのかもしれないですね。,Maybe it is a good idea.,0,1,0,1,0,0,0,0,1,0,0,0
1192,S397,SA,2,2,ServiceDesigner,カラフルで。で、わかりやすくとか。あと何かありますかね。もう少し薄かったらっていうのがほしい。,Colorful. And easy to understand. Is there anything else? The user would like it to be a little thinner.,1,1,0,1,0,0,0,0,1,0,0,1
1193,S398,SC,2,2,ServiceDesigner,整理整頓を促すってことなんですよね。何か財布の機能で、常に薄く保つことはできないから。,"It's about encouraging organization, isn't it? Because something about the function of a wallet doesn't always keep it thin.",1,1,0,1,0,0,0,0,1,0,0,0
1194,S399,SB,3,2,ServiceDesigner,行動〓変容〓をっていうか、行動を促すために、ここに、あの、いらないレシートを入れる専用の。この仕切りというか。,"I'd like to make action changing, or rather, in order to encourage action, I'd like to put here, you know, a special compartment for putting unwanted receipts. It's like this divider or something.",1,0,0,1,1,0,0,0,1,0,0,0
1195,S400,SA,3,2,ServiceDesigner,うん。,Yeah.,1,0,0,0,1,0,0,0,1,0,0,0
1196,S401,SB,3,2,ServiceDesigner,機能があって、それはもう、こやって、あの、何だろう、すぐに片付けないといけないっていうか、意識させるっていうのが●ですよね。,"There are functions, and that is to make people aware of the fact that they have to, you know, clean up immediately.",1,0,0,1,0,0,0,0,1,0,0,0
1197,S402,SC,3,2,ServiceDesigner,うん、うん、うん。,"Yeah, yeah, yeah.",1,0,0,1,0,0,0,0,1,0,0,0
1198,S403,SA,3,2,ServiceDesigner,どうかしたら、もう捨てるものがもう、この時点で仕分けちゃえばいいぐらいに。捨てるものは全部入れて、ゴミ箱に、後は。最後確認だけでいける。,"If the wallet can help it... The user can sort it out at this point. Put everything in it, and through out it in the trash later. Just a final check is all that's needed.",1,0,0,1,0,0,0,0,1,0,0,0
1199,S404,SC,3,2,ServiceDesigner,そうですね。,"Yes, it is.",1,0,0,1,0,0,0,0,1,0,0,0
1200,S405,SA,3,2,ServiceDesigner,あと何か、もう1個ぐらい、案、出したいですよね。出したいですっていうか。,"Would you like to propose at least one more idea? I mean, I want to...",0,0,0,1,0,0,0,0,1,0,0,1
1201,S406,SC,3,2,ServiceDesigner,大事にしたいのはやっぱり、何ですかね、デザイン性も。,"What is important is, after all, also the appearance design.",1,1,0,1,0,0,0,0,1,0,0,0
1202,S407,SA,3,2,ServiceDesigner,デザイン性。そうですね、柔らかい素材。カーフ。,"Appearance design. Yes, soft material. Calf.",0,1,0,0,0,0,0,0,1,0,0,0
1203,S408,SB,3,2,ServiceDesigner,そう。機能性とデザイン性と両方要るんだなっていうのがわかったんで。,Yes. I realized that we needed both functionality and design.,1,1,0,0,0,0,0,0,1,0,0,0
1204,S409,SA,3,2,ServiceDesigner,柔らかい。何かこう、思いっきり触りやすさだけ追求したような、何か、財布とかもいいのかな。,"Soft. Something like this, something that only pursues touchability to the fullest, something like, maybe a wallet would be nice.",1,1,0,1,0,0,0,0,1,0,0,0
1205,S410,SB,3,2,ServiceDesigner,ああ。,Oh.,1,1,0,1,0,0,0,0,1,0,0,0
1206,S411,SA,3,2,ServiceDesigner,こう、ずっと持っておきたい。,"Like this, I want to keep it forever.",1,1,0,0,0,0,0,0,1,0,0,0
1207,S412,SB,3,2,ServiceDesigner,ちなみにカーフって何ですか。,"By the way, what is a calf?",0,1,0,0,0,1,0,0,0,0,0,1
1208,S413,SA,3,2,ServiceDesigner,何か多分、柔らかい子牛の、あの。,"Something maybe of a soft small cow, you know.",0,1,0,0,0,0,0,1,0,0,0,0
1209,S414,SC,3,2,ServiceDesigner,はいはい、はいはい。,"Yes, yes, yes.",0,1,0,0,0,0,0,1,0,0,0,0
1210,S415,SB,3,2,ServiceDesigner,合皮じゃなくて本革なんだ。,"It's real leather, not synthetic.",0,1,0,0,0,0,0,1,0,0,0,0
1211,S416,SA,3,2,ServiceDesigner,ああ、だと思います。だと思います。,"Oh, I think. I think it is.",0,1,0,1,0,0,0,1,0,0,0,0
1212,S417,SB,3,2,ServiceDesigner,ふーん、そっか、そっか。,"Hmmm, I see.",0,1,0,0,0,0,0,1,0,0,0,0
1213,S418,SA,3,2,ServiceDesigner,何か、すごい、そこもこう。柔らかい、持って、ずっと持っておきたいみたいな。,"Something like, wow, it's like this there too. It's soft, like you want to hold it and keep it.",0,1,0,1,0,0,0,1,0,0,0,0
1214,S419,SB,3,2,ServiceDesigner,うーん。,Hmmm.,0,1,0,1,0,0,0,1,0,0,0,0
1215,S420,SC,3,2,ServiceDesigner,触ってみてもいいですか。,Can I touch it?,0,1,1,0,0,0,1,0,0,0,0,0
1216,S421,User,3,2,ServiceDesigner,ああ、はいはい。,"Oh, yes, yes.",0,1,1,0,0,0,1,0,0,0,0,0
1217,S422,SC,3,2,ServiceDesigner,すいません。手触り感がいいんですね。,Excuse me. I like the feel of the texture.,0,1,1,1,0,0,1,0,0,0,0,0
1218,S423,SA,3,2,ServiceDesigner,ずっと持っておきたい。,I want to keep it forever.,0,1,1,1,0,0,1,0,0,0,0,0
1219,S424,SC,3,2,ServiceDesigner,カーフっていうのは。なるほど。,Calf is .... I see.,0,1,1,0,0,0,1,0,0,0,0,0
1220,S425,SB,3,2,ServiceDesigner,何かやっぱりね、おしゃれを気にされていて。それが色とカーフに表れてるなと思ったので。,I knew that the user cared about fashion. I thought this was reflected in the color and the calf.,0,1,1,1,0,0,1,0,0,0,0,0
1221,S426,SC,3,2,ServiceDesigner,すいません、ありがとうございます。,"Excuse me, thank you.",0,1,1,0,0,0,1,0,0,0,0,0
1222,S427,SA,3,2,ServiceDesigner,何か、持ち心地追求。,"Something, the pursuit of comfort to hold.",0,1,0,0,0,0,1,0,0,0,0,0
1223,S428,SB,3,2,ServiceDesigner,機能性だけ追求しちゃうと、絶対選ばれないっていう気がしますね。うん。,"I feel that if we pursue only functionality, we will never be chosen. I think so.",1,1,1,1,0,0,0,1,0,0,0,0
1224,S429,SA,3,2,ServiceDesigner,追求。すてき。,Pursuit. Lovely.,0,0,0,1,0,0,0,1,0,0,0,0
